Date,Open,High,Low,Close,Volume
17/9/2021,85.59317631,86.94344627,85.33503446,85.77188873,58069000
10/12/2021,103.9040046,105.9464127,99.72951017,102.250145,45824600
11/3/2021,66.63082188,67.07403941,64.44426604,66.3944397,38095400
16/6/2021,77.1474027,77.70135765,75.07998644,76.24723816,36560600
5/3/2021,66.29594119,70.6395061,66.29594119,68.91587067,34211500
19/3/2021,65.78378632,65.82318461,64.96628875,65.26177216,30963600
17/12/2021,97.32843723,99.58006716,95.45539053,96.26239777,28872300
5/4/2021,71.10243272,73.77160464,70.97438641,73.04275513,25010200
8/3/2021,69.4083492,71.8411391,69.04392065,71.07289124,23300500
30/11/2021,92.67571199,93.17386139,90.27463581,90.40415192,23271200
14/9/2021,85.57332274,86.32787957,84.12376978,85.77188873,22714200
18/6/2021,76.06918508,76.07907916,75.14923237,75.40642548,22521200
10/3/2021,72.39269244,72.5108873,70.42282326,71.03348541,21378600
7/7/2021,82.27144577,86.22823055,82.06371548,85.15989685,20976600
19/4/2021,77.95854216,79.34341821,77.49361879,77.89919281,19967200
4/3/2021,65.67543886,66.29594494,64.32607576,64.62155914,19951100
13/9/2021,89.47520057,89.86240955,87.59872399,88.2539978,18883400
21/4/2021,77.93876453,78.48281788,75.70317915,75.83177948,18672800
15/7/2021,87.46965552,88.13485995,84.89819024,85.62296295,18306300
10/5/2021,77.91897736,79.84791438,77.75081583,79.28407288,17356700
15/6/2021,81.11407627,81.61856837,80.47109733,80.75796509,17298000
9/3/2021,71.30927208,72.11691821,70.91529671,71.5456543,17296400
20/12/2021,96.06313437,96.06313437,91.18126843,91.30082703,17205400
24/1/2022,81.22000122,82.41999817,79.58999634,82.41999817,16770400
22/4/2021,75.2877202,75.6537255,73.94241282,74.06111908,16769300
10/6/2021,83.25074826,83.54750257,80.82721327,81.4108429,16680800
8/7/2021,84.10145693,85.95125653,83.74535325,84.66529846,16383300
13/12/2021,102.0608602,103.9737523,100.1479606,100.5165939,16317600
12/7/2021,86.58433353,87.89007208,86.03038613,86.1391983,16076800
3/3/2021,65.25192465,66.52249133,65.20267491,65.90198517,15827600
21/12/2021,91.47019552,91.50008327,89.37796944,91.17131042,15823000
9/7/2021,84.95216548,87.44494408,84.85324737,86.81185913,15685300
30/9/2021,90.59710839,90.92474907,86.49666117,86.50658417,15649900
19/7/2021,86.28816716,87.24129751,85.57331752,86.35766602,15619900
3/5/2021,75.45587841,76.64291828,75.25804221,76.49453735,15319600
4/5/2021,76.2373465,77.84973349,76.09885964,77.68157196,15316500
2/7/2021,78.59163738,81.37128391,78.49271926,80.93603516,15258100
29/3/2021,69.15225736,71.24032141,69.11285907,70.05839539,15183700
28/9/2021,89.99148047,91.60981527,89.40570549,89.84255219,15041800
15/9/2021,85.93074505,87.72779223,85.55345907,87.10230255,14951100
25/3/2021,65.9512301,67.69456882,65.75424616,67.59606934,14844700
17/6/2021,76.15821201,76.90010914,75.73285734,76.72205353,14836100
6/4/2021,72.51088914,73.52537059,72.05782012,73.16094208,14699800
16/7/2021,86.12931044,87.84693575,85.90095274,86.86401367,14617500
16/3/2021,66.97555661,67.04450173,65.67544316,65.84288025,14512500
4/6/2021,80.54034164,83.05290055,80.49088636,81.99446106,14502900
15/12/2021,100.2077431,103.3759738,99.86899748,103.2663803,14452200
6/7/2021,80.71840519,82.72647218,80.48100022,82.18241882,14200400
6/5/2021,78.32455444,79.09612626,77.71125009,78.87850189,14089700
7/5/2021,78.94774999,79.66986657,77.73104283,79.5313797,14073400
26/1/2022,81.91000366,82.02999878,79.27999878,79.58999634,13971300
20/9/2021,84.42161638,86.78459253,84.32233338,85.55345917,13897700
18/3/2021,65.46859857,66.00046412,65.09431865,65.73452759,13750300
22/7/2021,89.35605691,90.48789969,89.03834679,90.04112244,13638900
15/4/2021,76.16810414,77.7013612,75.99994261,77.44416809,13604200
8/4/2021,73.46759224,74.71398146,73.34889354,74.46668243,13507700
25/1/2022,81.33000183,82.09999847,80.19999695,81.06999969,13469900
16/4/2021,77.46394573,78.48281652,77.01881049,78.09703064,13334100
14/7/2021,86.45695016,88.03557018,86.03995705,87.64836121,13330500
1/10/2021,87.13208663,89.62412233,86.97322778,89.09791565,13320900
9/4/2021,74.53593218,74.87226281,74.0907969,74.76345062,13285700
2/3/2021,65.15343526,66.40429909,65.00569355,65.65575409,13282000
1/4/2021,69.39849673,70.74785995,69.27045792,70.72815704,13228700
8/10/2021,92.03808656,94.66831496,91.76908921,94.04064941,13202300
13/4/2021,75.33718257,76.17799779,75.07998946,75.84166718,13142400
21/7/2021,88.2539997,89.60426964,87.82707601,89.04827881,13108100
1/7/2021,77.13752046,78.75980157,77.06827703,78.68066406,13108000
11/5/2021,78.88838851,79.03676944,76.41539828,76.85064697,12980400
11/10/2021,93.94101806,96.44173026,93.85134721,94.93731689,12959300
27/5/2021,78.6410953,79.18515621,77.98822221,78.12671661,12867800
26/5/2021,77.74092695,78.51250634,77.70136575,78.40369415,12851100
25/6/2021,77.18697294,77.7607085,76.72204955,77.61232758,12845000
20/7/2021,86.47680652,88.41285901,86.39737709,88.02565002,12813900
13/7/2021,85.76330531,86.98001992,85.59514377,86.12931061,12789300
14/4/2021,76.20766799,76.52421044,75.68339527,75.99004364,12730700
23/7/2021,90.33897592,90.54747249,86.49667013,87.06259155,12680900
26/3/2021,67.53696009,69.30984524,67.25132817,69.19165039,12617000
20/4/2021,77.84973666,78.56195912,77.80028138,78.3839035,12562300
16/9/2021,87.04272553,87.34058208,85.57331907,86.62573242,12410500
23/3/2021,65.33072015,66.91646561,65.33072015,66.25655365,12390100
7/4/2021,72.80483672,73.37857231,72.65645579,73.26976013,12356800
12/5/2021,76.73194745,77.3452518,75.70318252,75.92080688,12302600
5/5/2021,78.11681779,78.96752704,77.57275691,78.33444214,12271900
2/6/2021,78.83892192,80.05563638,78.6509798,79.40276337,12249300
1/12/2021,91.35064604,92.04805221,89.32816054,89.41782379,12084900
