Date,Open,High,Low,Close,Volume
25/6/2021,151.5401403,153.707691,149.6211477,153.4690704,46285400
24/9/2021,150.4257592,151.2324779,147.3981286,148.9816589,26913300
19/3/2021,138.9206513,141.7586024,134.4652621,136.4300079,24980400
25/3/2021,126.0704935,128.3924493,124.4729054,127.6482315,18475800
21/12/2021,166.3105018,170.8002568,164.3350139,166.2506409,13862900
20/4/2021,128.174128,128.8984956,124.7308796,126.1300125,13268700
28/6/2021,153.0415115,153.1707744,150.6452627,151.4904175,13133300
27/5/2021,136.4895446,137.2436798,135.4079517,135.5071716,12882300
23/9/2021,158.0645884,159.6381497,157.6263753,158.9310455,11981500
27/9/2021,148.9019963,149.3003788,146.691023,147.437973,11479300
24/6/2021,133.1357695,134.050532,132.141477,132.8374939,11420500
30/11/2021,168.1035757,170.8523613,166.8487052,168.5517578,11033700
5/10/2021,147.398134,150.385934,147.2188733,148.8522034,10881900
28/9/2021,146.7408191,146.9300489,144.4103387,144.7091217,10692300
7/5/2021,133.9592096,138.2855965,133.6813695,136.7475433,10566700
10/1/2022,150.1773234,150.9854768,148.4412792,150.0975037,10439000
30/6/2021,153.9065367,154.4534007,152.6437961,153.6082611,10281800
29/6/2021,152.3852719,155.5073499,152.0372786,155.0599213,10279900
18/3/2021,143.2569379,145.529291,141.4509775,142.0661926,10188400
30/9/2021,145.2867548,146.880239,143.8326855,144.639389,10133600
26/3/2021,130.5854083,132.1631462,128.7695152,131.9646912,10010500
18/6/2021,125.9569793,128.2935653,125.9569793,127.6771088,9784800
24/1/2022,140.4894161,145.9768943,139.242262,145.6676025,9733200
22/2/2022,141.2676501,141.3175394,135.8500195,137.8753967,9604500
1/7/2021,153.1906733,157.3070442,153.0116928,157.0982361,9011500
13/9/2021,160.9029895,162.2574594,157.686129,158.8712921,8814500
13/4/2021,134.5545832,134.9415758,132.3715322,132.5104523,8778200
8/4/2021,136.2216196,136.2513871,132.3814608,132.6493683,8748400
17/6/2021,128.502385,129.1387317,127.1302563,128.1842041,8568100
13/10/2021,153.6924392,156.0328734,152.5371529,155.6643829,8456300
24/2/2022,132.6972072,137.1071426,130.6319125,136.8577118,8417200
9/9/2021,164.587941,165.474321,162.5363207,162.6757507,8414800
20/12/2021,158.977232,159.2366499,155.1160476,156.6226044,8411900
8/11/2021,175.632838,175.8220526,169.6671923,171.1511383,8301100
26/4/2021,129.4839758,130.6846387,128.3229979,130.5854187,8217800
28/4/2021,131.2403083,131.3097759,129.3450454,129.7022705,8195400
25/1/2022,144.639955,147.6231533,142.1855489,145.1487885,8195400
10/11/2021,170.5336524,171.4698322,166.8686252,167.5757294,8185200
11/1/2022,150.1374076,150.4965886,147.2639747,149.9578247,8175400
24/3/2021,135.3980054,136.8566733,131.855537,132.1333771,8157600
1/10/2021,144.6294461,147.3981396,143.7828966,146.4619598,8112300
11/5/2021,137.3131465,137.3131465,133.9691177,136.062851,8045400
7/10/2021,149.6887832,153.0351198,149.6489374,151.2324829,7958000
4/10/2021,146.4619647,147.019685,145.1672483,146.5416412,7951000
17/9/2021,157.3176356,160.3452662,155.4353222,155.7838898,7944800
16/6/2021,129.5563263,130.421356,128.8603245,129.6557465,7915500
15/2/2022,143.8916613,145.9868864,143.7719394,145.2485657,7820200
29/9/2021,145.1174411,147.338368,145.0975182,145.426178,7794900
17/12/2021,161.2620348,162.4892303,160.1844918,160.9926453,7705100
23/2/2022,139.3420527,140.6490679,136.1992149,136.5184937,7636600
6/10/2021,147.3981204,148.8521896,146.9101076,148.19487,7610700
21/1/2022,143.9914335,146.0267823,142.524779,142.6245422,7553400
31/8/2021,166.8686232,166.9980842,163.5322406,164.0700531,7545600
22/3/2021,136.5689143,137.7398096,134.9812438,137.2039795,7537300
23/4/2021,127.9359989,129.6427397,127.4696363,129.1862946,7489000
26/1/2022,147.4435503,148.6308435,142.4050445,143.6621857,7444600
12/10/2021,151.8001535,152.9753627,150.6847131,152.7263794,7408600
19/7/2021,157.2473643,157.9135537,155.706223,156.9689636,7377100
14/4/2021,132.5104411,133.1455062,130.8037157,131.2403107,7354100
19/8/2021,166.0070886,166.5837649,163.4318594,164.6448975,7336300
4/3/2021,132.9668988,134.0881917,129.1763426,131.0220032,7181500
3/11/2021,168.3127409,172.1669982,167.9641581,171.7985077,7176700
29/3/2021,131.915068,132.8775908,129.6526475,132.4608307,7153900
15/12/2021,164.6243573,165.2928301,161.4516042,163.5268555,7144600
16/12/2021,162.3295896,165.5622188,162.1599785,162.3495483,7138100
21/4/2021,126.6063254,129.3252065,126.3880279,128.8985138,7110900
20/9/2021,153.1048368,154.6385828,151.7005823,153.6227264,7041200
31/1/2022,145.9369899,147.8426298,144.8893774,147.7328949,6932200
18/1/2022,147.7229216,148.4911728,145.9669339,146.615448,6931000
31/3/2021,132.0639183,133.1455111,130.9029404,131.8654633,6878900
16/4/2021,133.6714308,133.7309658,132.6989754,133.2745056,6852500
22/9/2021,156.1523779,157.3574639,154.96723,156.7997437,6844800
14/2/2022,139.7610824,142.8839613,139.4717342,141.2676392,6841200
15/9/2021,156.8595012,157.6761738,155.0369414,157.2678375,6827100
26/5/2021,134.1576521,136.8566831,133.9591971,135.8346252,6781500
29/10/2021,162.3968864,166.9483091,162.3371329,166.6096802,6740600
11/2/2022,144.43043,144.72975,139.2422715,139.8608551,6710500
1/2/2022,149.1596377,149.3392206,146.4657878,147.8825531,6695000
6/7/2021,159.0072642,159.5243006,156.959024,159.1961823,6671000
7/4/2021,135.9338474,137.1742102,135.3086997,135.4873047,6646000
1/12/2021,170.1950425,172.6649528,166.0021565,166.0220795,6618200
28/2/2022,136.7479539,138.064956,134.7325485,136.2391205,6612700
29/4/2021,130.7541172,133.0859906,130.2182718,132.2326202,6612500
16/7/2021,160.6975547,160.7770999,158.7288597,158.9376678,6603700
8/9/2021,161.3412049,161.4308352,159.1003548,160.0564575,6591700
10/6/2021,130.7494888,131.8133893,129.4469678,130.2324524,6584100
9/6/2021,132.8573794,134.1300728,130.6997661,131.0875397,6448100
22/4/2021,128.8885843,129.3648794,126.9933138,128.1840515,6442900
15/7/2021,159.9419015,161.2742499,159.4745828,160.7671661,6432500
